,Latitude in degrees,Longitude in degrees,Frequency(MHz),EIRP,HDI,popdens
133,-15.9205555555556,145.346944444444,103.9,8.2,0.951,
134,-15.9205555555556,145.346944444444,107.1,49.2,0.951,
135,-17.3830555555556,146.003055555556,94.1,656.0,0.951,
136,-17.3830555555556,146.003055555556,94.9,656.0,0.951,
137,-17.3830555555556,146.003055555556,95.7,656.0,0.951,
138,-17.3830555555556,146.003055555556,102.5,656.0,0.951,
139,-37.6891666666667,144.376944444444,98.5,656.0,0.951,
140,-37.6533333333333,144.4225,98.5,656.0,0.951,
141,-30.3911111111111,115.499166666667,100.3,16.4,0.951,
142,-10.1586111111111,142.167777777778,107.5,16.4,0.951,
143,-37.7055555555556,147.560555555556,97.5,3280.0,0.951,
144,-37.7061111111111,147.560555555556,98.3,8200.0,0.951,
145,-37.7061111111111,147.560555555556,99.9,8200.0,0.951,
146,-37.7055555555556,147.560555555556,105.5,524.8,0.951,
147,-37.7055555555556,147.560555555556,106.3,3280.0,0.951,
148,-37.7055555555556,147.560555555556,107.9,3280.0,0.951,
149,-20.1419444444444,127.982777777778,106.1,32.8,0.951,
150,-37.2825,143.247777777778,105.5,164000.0,0.951,
151,-37.2825,143.247777777778,107.1,164000.0,0.951,
152,-37.2825,143.247777777778,107.9,164000.0,0.951,
153,-37.5752777777778,143.960277777778,94.3,8200.0,0.951,
154,-37.5766666666667,143.9575,95.9,1640.0,0.951,
155,-37.5766666666667,143.9575,99.9,4920.0,0.951,
156,-37.5752777777778,143.960277777778,102.3,32800.0,0.951,
157,-37.5752777777778,143.960277777778,103.1,32800.0,0.951,
158,-37.5766666666667,143.9575,103.9,4920.0,0.951,
159,-27.3997222222222,141.804722222222,102.7,65.6,0.951,
160,-27.3891666666667,141.809722222222,104.3,65.6,0.951,
161,-27.3997222222222,141.804722222222,105.9,65.6,0.951,
162,-28.8630555555556,153.583333333333,101.9,1640.0,0.951,
163,-34.6397222222222,143.565555555556,93.1,82.0,0.951,
164,-34.64,143.562777777778,97.1,41.0,0.951,
165,-24.4486111111111,150.316111111111,88.9,820.0,0.951,
166,-24.4486111111111,150.316111111111,89.7,820.0,0.951,
167,-33.9191666666667,151.010833333333,100.9,278.8,0.951,
168,-23.5566666666667,145.293055555556,97.7,164.0,0.951,
169,-23.5566666666667,145.293055555556,100.9,164.0,0.951,
